pc1,pc2,value
2.4876416E+00,-2.1089318E+00,1
2.7181554E+00,-3.3229015E+00,1
-2.3254776E+00,6.842741E-01,0
2.443711E+00,6.7305726E-01,0
-1.9507377E+00,2.0491579E+00,0
2.1731336E+00,1.3657352E+00,0
-2.2596252E+00,7.594316E-01,0
5.192341E-01,-1.6985329E+00,0
-6.7797863E-01,-1.5562284E-01,0
-1.3249379E+00,-1.0158286E+00,0
-1.1586268E+00,-1.2846977E+00,0
1.257551E-01,-2.4976923E+00,1
-5.17362E-01,-2.8741446E-01,1
-1.152905E+00,-1.0171593E+00,1
-2.533191E+00,1.0417101E+00,0
-2.8768017E+00,2.3760493E+00,0
2.3827903E-01,-2.2326725E+00,0
1.7514141E+00,-5.473266E+00,1
-1.4072411E+00,-5.8786994E-01,1
-2.460861E+00,7.71228E-01,0
-1.1464522E-01,-4.671005E-01,1
1.6043802E-01,-8.150892E-01,0
-3.2914932E+00,2.9393618E+00,0
2.8978412E+00,8.017449E-01,0
4.781104E-01,-9.35863E-02,0
8.803761E-01,-1.486547E+00,0
1.6566933E+00,-1.3675603E-01,0
-5.4589105E-01,-1.5298601E+00,1
-2.4061308E+00,6.3708615E-01,0
-1.2022496E+00,1.2384138E+00,0
-1.4669707E-01,-2.8624763E+00,1
-2.0043468E+00,-3.1566143E-02,0
-5.8462316E-01,-1.2267183E+00,0
-4.7065228E-01,-6.055681E-01,0
-1.7147233E+00,-3.35188E-01,0
-3.2749894E+00,2.6496031E+00,0
-2.0826466E-01,-2.6435244E+00,1
-2.1692557E+00,7.288169E-01,0
1.9384948E+00,9.541467E-01,0
-1.8450587E+00,3.2573066E+00,0
4.6121085E-01,-2.9232407E+00,1
-8.373874E-01,-1.0756769E+00,0
8.150776E+00,-1.7130581E+00,1
6.631053E+00,-2.0927536E+00,1
-1.4481995E+00,-1.0643663E+00,1
-1.9400216E+00,1.5242971E+00,0
1.2087051E+00,-1.6584371E+00,0
-1.0796487E+00,1.4890127E+00,0
3.9286194E+00,3.4445918E+00,0
-9.498768E-01,8.376331E-01,0
-1.612851E+00,1.0522182E+00,0
-1.9385513E+00,8.2270163E-01,0
-3.201989E-01,-1.0191056E+00,0
1.5482963E+00,8.3831E+00,0
-5.8546398E-02,-1.1048762E+00,0
-1.6971349E+00,3.0961058E-01,0
2.320243E+00,-3.1302397E+00,0
-8.4034085E-01,-1.3118011E+00,0
1.3483437E+00,1.2060314E+00,0
-1.5942796E+00,4.535996E-01,0
3.1221583E-01,-8.9501506E-01,0
1.1807835E+00,-5.42518E+00,0
4.469906E-01,7.954729E-01,0
-5.942251E-01,-1.2545724E+00,0
-8.612929E-01,-8.2830757E-01,0
-8.0175525E-01,-2.2077682E+00,0
1.790115E-01,-2.072683E-01,0
2.2407677E+00,1.1146207E+00,0
5.451652E-01,-3.956287E+00,0
-7.9072654E-01,-2.2001383E+00,0
-9.4360805E-01,5.4217668E+00,0
-5.983276E-01,-9.569194E-01,0
-1.6913626E-01,-2.8825065E-01,0
-2.4074943E+00,5.1291794E-01,0
-1.1120952E+00,-1.6102281E+00,0
2.5589268E+00,6.6695577E-01,0
-2.3682694E+00,-7.7991895E-02,1
2.2396864E-01,-6.632235E-01,0
5.725448E-01,-2.1120942E+00,0
-1.605389E-01,1.0677704E+00,0
-3.1105895E+00,2.6004214E+00,0
-3.0395985E+00,2.3961275E+00,0
3.684591E-01,-2.678192E+00,1
-7.4600846E-01,-9.267499E-01,0
-2.0848763E-01,-2.9340763E+00,1
-1.1100268E+00,8.6651856E-01,0
-1.0237113E+00,-1.0224683E+00,0
2.5961943E+00,1.745936E+00,0
3.8440979E+00,-6.015689E+00,0
-1.5898523E+00,1.3701304E+00,0
1.2979839E+00,-4.3302755E+00,1
7.6415414E-01,-1.1204579E-01,0
-3.1090593E+00,2.5370293E+00,0
6.1525524E-01,-1.5496408E+00,0
-1.3229796E+00,8.321092E-02,0
-1.5791922E+00,-1.1300741E+00,0
2.1486492E-01,-3.3277497E+00,1
2.5657449E+00,-3.6791036E+00,1
-5.053399E-01,-1.6598733E-02,0
-2.5871542E+00,6.891226E-01,0
-1.645809E+00,-8.487027E-01,1
2.77938E+00,7.997038E-01,1
-1.909887E-02,7.6054245E-01,0
4.697058E+00,-2.9218376E-01,0
-5.299233E-01,-1.676952E+00,0
-3.195699E-01,-9.98078E-01,0
1.5140309E+00,-3.9938378E+00,1
3.014801E+00,5.272968E-01,0
1.1266179E+00,-4.093865E+00,0
-2.2781243E+00,1.8294044E+00,0
-1.5446436E+00,1.3165367E+00,0
1.7204393E-01,-7.480004E-01,0
2.318487E+00,-4.464399E-02,0
5.563128E+00,3.0178273E+00,0
-4.1847444E-01,-1.0908694E+00,1
2.9068959E+00,5.5022085E-01,1
-1.5886378E+00,1.7695836E+00,0
-1.9878591E+00,1.587463E-01,0
-2.4786143E-01,-2.5895984E+00,0
3.474525E-01,-2.177147E+00,1
-3.491673E-01,-3.1426125E+00,0
-1.0498713E+00,-6.7195994E-01,0
-1.4578897E+00,1.0432004E+00,0
-2.0037434E+00,2.592739E+00,1
3.3470182E+00,6.166654E-01,0
-2.81309E+00,2.2430584E+00,0
-6.5520066E-01,-1.3266945E+00,0
8.0157655E-01,-1.2747421E+00,1
1.8456271E+00,-4.235089E+00,0
4.860156E-02,-8.0779326E-01,0
-7.072488E-01,2.575052E-01,0
-2.4730307E-01,1.9790189E+00,0
-1.8819255E+00,2.6302856E-01,0
-2.2909021E+00,9.190205E-01,0
8.796549E-01,-3.4981847E+00,0
-1.5327083E+00,1.6980488E+00,0
-2.131181E+00,4.362828E-01,0
2.2608085E+00,2.6386324E-02,0
-3.9349538E-01,-2.4630089E+00,0
-7.765999E-01,-1.1949129E+00,1
-1.2658697E+00,-1.2006705E+00,0
1.7150735E+00,-4.7253262E-02,0
1.1570187E+00,-2.5765777E-01,0
-3.831428E-01,-2.29489E+00,1
-6.986027E-01,-1.5442324E+00,1
-1.4867717E+00,1.1275061E+00,0
1.377988E+00,9.52498E-02,0
3.5782835E+00,-2.888627E+00,1
7.299114E+00,-7.312896E-01,1
-8.8356626E-01,-1.7646316E+00,0
-1.9559724E+00,1.3507949E+00,0
3.534953E+00,1.0385215E+00,0
2.6865503E-01,-7.2441334E-01,0
-1.3036822E+00,-1.511215E+00,0
2.8794086E+00,2.9646592E+00,0
-1.0320437E+00,-1.7539968E+00,0
-2.6067264E+00,1.5110267E+00,0
-2.631312E-01,-6.4346457E-01,0
-6.3661045E-01,-1.3737692E+00,0
-3.0018048E+00,2.1897552E+00,0
-2.5425444E+00,2.10231E-01,0
1.4733834E+00,-9.2773813E-01,1
-7.0093936E-01,-1.1042159E+00,0
4.0536776E+00,-5.858906E+00,1
-5.7116395E-01,-1.0705754E+00,0
9.188847E-01,-1.4249766E-01,0
1.0457937E-01,-1.0521498E+00,0
-2.5370877E+00,6.1892647E-01,0
-1.0396211E+00,-1.151485E+00,0
4.6213508E-01,-2.958151E+00,0
-3.6300737E-01,-1.1880517E+00,0
5.4373574E-02,-5.5639696E-01,0
-1.6401937E+00,-9.989606E-01,0
1.3098155E+00,-3.8999575E-01,0
-1.7003502E-01,9.644392E-01,0
-1.889318E+00,1.4653194E-01,0
-1.9394882E+00,-3.2011068E-01,0
6.950966E+00,3.4409022E+00,0
-5.328321E-01,-1.3628082E+00,1
1.2983377E+00,-4.3079975E-01,0
-1.4396585E+00,3.601754E-02,1
7.271774E+00,3.4720418E+00,0
3.3018696E+00,1.2323729E+00,0
1.2979261E+00,5.5425572E+00,0
3.4005382E+00,-2.098593E+00,1
4.327267E+00,1.5973684E+00,0
-6.365191E-02,-2.316645E+00,1
3.287663E+00,-3.7007945E+00,1
4.4765635E+00,1.8243039E+00,0
-1.4049394E-01,-1.2172812E+00,0
1.2204784E+00,-1.5107814E+00,1
-3.4262257E+00,2.7786345E+00,0
-1.3033943E+00,6.332428E-01,0
-1.5455112E-02,-3.665332E-01,0
-7.7171016E-01,-1.4495082E+00,0
-3.5209325E-01,1.4568686E+00,0
-1.8384461E+00,-1.4635663E-01,0
-5.8435106E-01,-5.683335E-01,0
-2.1140466E+00,1.0750469E+00,0
-2.8652742E+00,2.1287389E+00,1
-1.1024603E+00,-1.6067226E+00,0
-3.0781875E+00,1.7785383E+00,0
-2.246733E-01,-1.1225061E+00,0
1.0054632E+00,3.9213532E-01,0
-4.1349256E-01,-9.8083085E-01,0
-3.5865328E-01,-2.9316175E+00,1
1.7601782E-01,-3.893164E-01,0
-1.0457596E+00,-4.5286158E-01,0
-2.0319922E+00,4.5419994E-01,0
-8.525646E-01,-1.2415888E+00,1
1.9955872E+00,-4.6798038E-01,0
1.5865535E+00,-4.5612373E+00,1
-7.1220857E-01,-8.3607554E-01,1
1.5380158E+00,-4.17223E+00,1
4.6465425E+00,-1.0240004E+01,1
-9.2808515E-01,-9.628615E-01,0
-1.8784553E+00,1.7526809E+00,1
-2.6640906E+00,6.4918405E-01,0
-6.727706E-01,-1.4165502E+00,0
3.5422099E+00,5.9722257E-01,1
3.1775827E+00,-7.4681634E-01,0
-5.197557E-01,-7.321346E-01,0
-2.4282613E+00,7.6116425E-01,0
-3.0120273E+00,2.0969849E+00,0
-2.2419946E+00,7.861872E-01,0
-3.228533E+00,2.6799672E+00,0
8.730361E-01,1.1937351E-01,0
5.2573647E+00,2.5713687E+00,0
1.2624879E+00,2.4750602E-01,1
-1.1721226E+00,3.2718894E+00,0
-5.842179E-01,-5.1602995E-01,0
-9.087602E-01,-7.36947E-01,0
-8.09363E-01,-1.7186606E+00,0
-1.3860923E-01,-7.5943714E-01,0
1.3849481E+01,1.00619955E+01,1
-1.7615484E+00,1.9834032E+00,0
-6.644871E-01,-7.525864E-01,0
1.4170738E-01,-2.7173364E-01,0
-2.9639335E+00,1.1744229E+00,0
-8.9437194E-02,8.48099E-02,0
6.9614387E+00,2.9770358E+00,0
6.763405E-01,-3.6845368E-01,0
2.700326E+00,3.9940379E+00,0
1.832919E+00,6.0262907E-01,0
1.406243E+00,-3.6533716E+00,1
-1.3635677E+00,-1.3637685E+00,0
-3.468594E+00,2.001769E+00,0
1.5028939E+00,6.2315622E-03,0
-3.8953897E-02,-9.756837E-02,0
-1.8884153E+00,1.03570506E-01,0
-8.5593927E-01,-1.1530664E+00,0
-2.6083286E+00,1.4215559E+00,0
-2.022304E+00,-8.3607113E-01,0
3.6588052E-01,-2.247595E+00,0
2.6840756E+00,9.138467E-01,0
-1.120306E+00,8.650701E-01,0
-3.4221141E+00,2.9759762E+00,0
-7.331828E-01,-1.2782122E+00,0
1.5311481E+00,1.0796173E-01,0
1.0663021E+00,2.3234911E-01,0
-7.365703E-02,-1.9339752E+00,1
2.154648E-01,-2.8589215E+00,1
-3.2337973E+00,3.133172E+00,0
3.4044662E+00,1.5085393E+00,0
-2.1578906E+00,-1.105835E-01,0
-3.369752E+00,2.5261154E+00,0
-1.0901678E+00,-1.3638409E+00,0
-1.2063749E+00,-5.6499183E-01,1
-7.165749E-01,-1.2346473E+00,0
2.0453324E+00,1.4425112E-01,0
-2.0523748E+00,1.2686156E+00,0
-1.1985863E+00,-1.3002912E+00,0
-6.34167E-01,2.1324408E+00,0
1.6154956E+00,3.7651122E+00,0
5.810103E-01,-1.743334E-01,0
4.9867165E-01,-8.8522303E-01,0
-1.6163256E+00,2.3083155E+00,0
5.532054E-01,8.717747E-01,0
-8.2666236E-01,-6.691575E-01,0
2.0283656E+00,1.9672636E+00,0
-3.995538E-02,-3.0042922E-01,0
3.388712E+00,6.0754814E+00,1
-2.2530415E+00,7.1897537E-01,0
2.4203591E+00,4.9546066E-01,0
1.7908309E+00,2.0169957E-01,1
-5.992655E-01,-8.127587E-01,0
-2.2898154E+00,6.950782E-01,0
2.7880397E+00,-2.416657E-01,0
2.0948942E+00,-4.049151E+00,1
1.6553775E+00,-5.8942385E+00,1
4.593804E+00,1.5052406E+00,1
3.0094245E-01,-7.4788404E-01,0
4.870491E-02,-5.266103E-01,0
3.9360085E-01,-1.1130546E+00,0
-4.0423963E-02,-2.8905036E+00,1
-3.592456E+00,2.0722466E+00,0
-1.0017657E+00,-5.5977833E-01,0
2.576009E-01,-1.061419E+00,0
-1.9663945E-02,-2.4963865E+00,1
3.2402747E+00,-3.5862114E+00,1
8.5784143E-01,3.499048E+00,0
-2.995597E+00,1.4142661E+00,0
-3.2034955E+00,2.3915813E+00,0
9.180309E-01,-4.4496593E+00,0
-9.677143E-01,-9.278009E-01,1
1.5375583E+00,4.0017366E-01,0
2.3417702E+00,-4.834993E-01,1
-1.8145866E+00,-9.863033E-02,0
2.412979E+00,1.3995577E+00,0
-2.7986343E+00,3.7595162E+00,0
3.5352108E-01,-6.6326004E-01,0
6.095382E+00,2.6090093E+00,0
-6.2014395E-01,-1.1081934E+00,1
4.6550217E+00,1.5655414E+00,1
2.5602858E+00,1.1949248E+00,1
5.026882E+00,-1.762301E+00,1
-3.0012357E+00,2.1373248E+00,0
-3.1823556E+00,3.1227212E+00,0
-1.5030292E+00,-3.1690153E-01,1
-4.8161516E-01,-8.7481165E-01,0
-5.4802597E-01,-7.746712E-01,0
1.0299648E+00,-2.180103E-01,0
3.809249E+00,-1.1006372E+00,1
2.5265985E+00,6.6373414E-01,0
1.8482576E-01,-1.7668049E+00,0
1.13118305E+01,7.046582E+00,0
-9.955582E-01,-9.068512E-01,0
2.6164675E+00,1.7232916E+00,0
-4.0034336E-01,-1.4183649E+00,0
-1.5694928E+00,-2.731332E-02,0
1.9570739E+00,1.2909163E+00,0
-4.570621E-02,-1.5551617E+00,0
-1.3569791E+00,2.3471224E+00,0
-2.1420228E+00,1.0684468E+00,0
-5.1488775E-01,-1.84098E+00,0
-2.1607537E+00,-3.6567134E-01,1
-1.8957226E-01,-1.8508117E+00,1
-3.7368894E-01,7.2848976E-01,0
3.2322887E-01,5.0660193E-02,0
4.1129264E-01,-6.2341064E-01,0
-2.2867403E+00,1.6327218E+00,0
1.0771127E-01,-7.560484E-01,0
-2.2103894E+00,1.1360636E+00,0
3.55826E+00,1.3543146E+00,0
-1.6784368E+00,1.2866235E+00,0
3.2002053E+00,-2.1573312E+00,1
-1.083389E+00,-4.0007243E-01,0
-1.5377854E+00,-1.2140293E+00,0
-1.8906596E-01,-1.2443975E+00,0
-1.7238468E+00,-9.572167E-01,0
-2.13793E+00,1.0383284E+00,0
-2.8205559E-02,-5.266727E-01,0
2.3782186E-01,-1.8618391E-01,0
-2.2426536E+00,9.159879E-01,0
1.0851085E+01,1.4292167E+00,1
2.163936E+00,-3.3912187E+00,1
-8.2874393E-01,4.6541676E-01,0
1.758119E-01,-3.5599046E+00,1
2.7265835E+00,-3.714173E+00,1
3.1756582E+00,2.4906121E-02,0
-3.4345665E+00,2.168434E+00,0
-1.1054155E+00,7.385748E-01,0
1.0940489E+00,1.7724712E+00,0
-2.181126E+00,8.8564587E-01,0
-2.4584904E+00,4.0091984E-02,1
-2.6489058E-01,1.136675E+00,0
2.4989735E-01,-2.8095934E+00,1
-3.226935E+00,1.8170717E+00,0
-1.5612314E+00,-2.4144886E-01,0
-7.089933E-01,-5.401502E-01,0
8.047236E-01,-3.4069233E+00,1
4.535597E+00,1.9322771E+00,0
3.278563E+00,9.450117E-01,0
1.6598833E+01,1.1485475E+01,0
-3.3008116E-01,-1.1296413E+00,0
2.2767055E+00,-2.5645263E+00,1
-3.0906975E+00,1.8930339E+00,0
1.6302903E-01,-3.463507E+00,1
9.037357E+00,1.2555062E+00,1
3.839172E+00,2.1014838E+00,0
-1.0783869E-01,-5.4487324E-01,0
-3.4326391E+00,2.6921132E+00,1
-1.7366507E+00,1.7435358E+00,0
-1.9164661E+00,7.669312E-01,0
-2.9075043E+00,3.1675384E+00,0
-5.225946E-01,-1.9163716E+00,0
-2.901396E+00,1.4344611E+00,1
1.9939485E+00,-2.847065E+00,1
-8.4839946E-01,-1.0938075E+00,0
1.8761117E+00,6.2643844E-01,0
-5.058913E-01,-2.034229E+00,1
-2.7521372E+00,1.979633E+00,0
2.7006388E+00,1.2263045E+00,0
1.5577555E+00,6.0879745E+00,1
-4.3300164E-01,-1.2452098E+00,0
-3.8768926E-01,1.6422966E+00,0
9.737735E-01,3.2977134E-01,0
-3.0105162E-01,2.8759632E-01,0
4.4871454E+00,-2.7553854E+00,0
-2.7840154E+00,2.1348286E+00,0
-2.1391973E+00,8.32493E-01,0
-6.257054E-01,-1.7736872E-01,0
-1.8050433E+00,1.2129233E+00,0
-2.9427583E+00,5.516263E-01,1
-8.020545E-01,-4.4263384E-01,0
-2.2690034E+00,6.123691E-01,1
-1.0767034E+00,-2.117337E+00,1
-1.2921214E+00,-9.379804E-01,1
3.3251327E-01,-3.7713405E-01,0
-1.0426884E+00,1.6314329E+00,0
-2.413597E+00,1.0213152E+00,1
1.0865579E+00,-2.6176546E+00,0
-3.9234757E-01,-3.0046911E+00,1
3.7153702E+00,9.749598E-01,0
4.484873E-01,-4.9494E-01,0
-3.4665723E+00,2.7411041E+00,1
-2.4389348E+00,4.7239285E+00,0
-1.7934632E+00,8.135973E-01,0
-1.5582065E-01,-1.6115332E+00,1
-2.2074313E+00,1.1719787E+00,0
-1.6270853E+00,6.170304E-03,0
-2.232928E-01,-1.4049784E+00,0
2.0929089E+00,-2.5786152E+00,0
-2.4173076E+00,3.966596E-01,1
4.103645E+00,1.7452227E+00,1
-2.9995296E+00,3.3339493E+00,0
-3.3534443E-01,-1.1477344E+00,0
-3.4087749E+00,2.295559E+00,0
2.630585E-01,-6.5734124E-01,0
-6.926712E-01,-2.3028991E+00,1
-2.4968154E+00,1.9743506E+00,0
-1.343853E-01,2.4673429E+00,0
-1.5308555E+00,-7.486578E-01,0
-2.2624266E+00,1.059152E+00,0
2.220552E+00,-4.2059503E+00,0
-1.3643618E+00,1.4490757E+00,0
3.3061192E+00,-3.3218758E+00,0
-5.7931316E-01,-1.5896966E+00,0
-5.3469014E-01,1.0251144E+00,0
-1.3766649E+00,-1.036542E+00,0
7.567551E-01,5.459418E-01,0
2.5521433E-01,-3.4659418E-01,0
-2.339251E+00,3.1247774E-01,1
-1.7890886E+00,-2.6927653E-01,0
-2.7383316E+00,1.9791747E+00,0
-1.3803549E+00,-1.0062016E+00,1
-2.5778696E-01,-4.9774733E-01,0
-1.9627672E+00,-2.4244049E-01,0
5.202511E-02,-1.5182382E+00,0
3.6407375E-01,-1.707856E+00,1
2.3646195E+00,-3.705576E+00,0
-1.376896E-01,-3.1256273E+00,0
-2.2775478E+00,7.015268E-01,0
-3.094961E+00,3.3760114E+00,0
-3.0998757E+00,1.6335673E+00,0
1.1802011E+01,2.511632E+00,0
-9.945299E-02,-2.157355E+00,1
-2.5728608E-02,-1.773641E+00,0
-1.8250109E+00,-2.855962E-01,0
-1.2441941E+00,1.6302431E+00,0
-1.4257757E-01,-1.283949E+00,1
-1.0594975E+00,-1.5228573E+00,0
-1.4498405E+00,2.5810423E+00,0
2.2679884E+00,-3.8139577E+00,0
-2.7240984E+00,5.803222E-01,0
-1.7428417E+00,1.1598695E-01,0
1.3430668E+00,-3.1297636E-01,0
-2.4144268E+00,1.406843E+00,0
1.4189555E-01,3.0048898E-01,0
-4.8592642E-01,-1.6546277E+00,0
-9.6573377E-01,-1.4044646E+00,0
-1.8401372E+00,6.4289945E-01,0
-1.5916815E+00,1.2944465E+00,0
-2.8106809E+00,1.9629651E+00,0
-5.3264105E-01,-1.3136493E+00,0
-1.6205689E+00,5.87181E-01,0
1.1639537E+00,1.7536937E+00,0
-4.0588167E-01,-8.780753E-01,1
-7.691652E-01,-1.5800991E+00,0
-2.7322695E-02,-6.833863E-01,0
-7.723401E-01,-1.4292634E+00,0
4.530245E-01,-3.138556E-01,0
3.752705E+00,1.647266E+00,0
3.053682E+00,-4.047635E+00,1
4.7682753E-01,-6.2252396E-01,0
-3.034006E-01,-7.664086E-01,0
-5.506847E-01,-6.767581E-01,1
6.400963E+00,3.6689868E+00,0
1.7170345E+00,4.6998912E-01,0
1.9780172E+00,-1.498175E+00,1
-2.253764E+00,1.2360268E+00,0
-6.4698875E-02,-7.5426596E-01,0
-2.0690773E+00,1.4404964E+00,0
-3.020019E-01,-8.960464E-01,0
-5.7592833E-01,-1.0501362E+00,0
-2.1765378E-01,-9.5903623E-01,0
-3.1494637E+00,2.2818415E+00,0
-2.3492966E+00,6.236125E-01,0
4.6828384E+00,-2.6433108E+00,0
-1.6367525E+00,8.2654613E-01,0
-1.6996251E+00,-2.6842442E-01,0
1.3085985E-01,1.7140973E+00,0
-4.7731373E-01,-1.1302531E+00,0
-1.5081521E+00,-8.325987E-01,0
3.7063733E-01,-1.1922466E+00,0
-2.2892542E+00,6.225331E-01,0
-1.4397709E+00,1.0266955E+00,0
2.1684042E-01,-2.9959073E+00,0
-2.3379858E+00,1.2603494E+00,1
1.1598745E+01,1.1306033E+00,1
-2.1955962E+00,3.7706268E-01,0
4.3353763E+00,1.760417E+00,1
-2.6526449E+00,4.251193E-01,0
-1.5984849E+00,1.0384875E-01,1
3.623237E-01,-2.6195216E+00,1
-3.0319497E-01,-6.4377666E-01,0
5.1627654E-01,-3.315172E+00,1
1.8802209E+00,-3.253738E+00,1
-7.086223E-01,-8.8600093E-01,0
-1.5761955E+00,7.039368E-01,0
3.2913727E-01,-2.3228588E+00,0
-5.171076E-01,-1.6258583E+00,0
-3.6147475E-02,-2.8053815E+00,1
4.231518E+00,1.2280966E+00,0
-1.8048393E+00,-5.745682E-01,0
9.136759E-03,-1.7963393E+00,1
-1.1876599E+00,-9.7502244E-01,0
-2.0332847E+00,6.4044446E-01,0
1.2943449E+00,-5.4208694E+00,0
3.4612076E+00,-3.4380438E+00,1
4.6087727E-01,-8.10449E-01,0
1.118595E+00,-2.6936297E+00,1
2.0419524E+00,-1.3818213E+00,0
-2.3893094E+00,8.963947E-01,0
5.213917E+00,-3.3073359E+00,1
-4.2923224E-01,4.6321622E-01,0
-3.7805945E-01,-9.278869E-01,0
1.4537758E-01,-6.8136096E-01,0
-1.1834277E+00,-1.12829335E-01,0
4.9686947E+00,2.1290793E+00,0
-1.9468035E+00,2.2994643E-02,0
1.1084317E+01,4.260222E+00,0
4.780266E+00,2.3986826E+00,1
-5.3716016E-01,-2.3853216E+00,1
1.8608333E-01,3.972149E+00,0
3.9618707E+00,1.9936779E+00,0
-3.041515E+00,1.9559164E+00,1
-2.907534E+00,1.1536417E+00,0
-2.5757294E+00,1.1022493E+00,1
1.8792368E+00,5.1984715E-01,0
1.3046793E+00,5.327735E-01,1
2.4084089E+00,2.3897961E-01,0
-4.3425304E-01,-1.9835205E+00,1
-6.622049E-01,-8.298071E-01,1
9.076471E+00,3.6708152E+00,0
-1.8677788E+00,6.4513236E-01,1
-6.809395E-01,-2.1331983E+00,0
-2.9085083E+00,2.4225721E+00,0
-1.3785305E+00,1.5457169E+00,0
6.3490057E-01,-2.7031434E-01,0
1.7103074E+00,-1.2145192E-01,0
2.1671424E+00,1.5508558E-01,0
-3.4864717E+00,2.485727E+00,0
-1.2446635E+00,-5.4766905E-01,0
-1.4149831E-01,-3.1960424E-02,0
-1.5289342E+00,2.2271957E+00,0
-5.9022486E-01,-1.3225087E+00,0
-3.308205E+00,2.86343E+00,0
-2.7844992E+00,9.0873134E-01,0
-2.9755545E+00,1.8863392E+00,0
2.3819655E-01,-2.3956892E+00,0
-1.8613476E-01,4.2420506E+00,0
4.3120775E+00,2.190276E+00,0
-8.914455E-01,1.1647186E+00,1
-3.1517082E-01,-7.684197E-01,0
-2.37926E-01,-5.0951447E-02,0
5.4617494E-01,-5.951858E-01,0
-1.024414E+00,3.5780928E+00,0
-5.8061665E-01,-1.0251466E+00,0
4.360271E+00,-1.8240906E+00,1
-9.5256E-01,8.088625E-01,0
-2.5234663E+00,8.158337E-01,0
4.462864E+00,1.86012E+00,0
3.6900692E+00,6.646651E-01,1
2.3251224E+00,2.5010905E+00,0
-1.7251055E-01,3.2832134E+00,1
3.276976E+00,9.509935E-01,0
-2.2473783E+00,-2.6134381E-02,0
1.0382298E+00,3.537832E+00,0
-1.0260783E+00,-4.6095872E-01,1
7.7809057E+00,3.254383E+00,0
1.4103483E-01,-2.0348866E+00,1
2.3722544E+00,7.816836E-01,0
2.014895E+00,6.6887325E-01,1
-8.845927E-02,-8.6907375E-01,0
2.3743944E+00,-4.6739974E+00,1
-1.9948621E+00,4.0084642E-01,0
2.6088138E+00,6.285087E-01,0
2.3740537E+00,-3.2716227E+00,1
-2.8048193E-01,-1.4147202E+00,0
-1.2626122E+00,-1.3122822E+00,0
1.4125551E+00,-3.2331824E-01,0
-3.3929815E+00,1.5717831E+00,0
-9.2599146E-02,-8.904221E-01,0
-1.5671861E-01,-1.8592395E+00,1
3.8996847E+00,-3.3644269E+00,1
9.511777E-01,-3.3845742E+00,0
3.5691507E+00,6.3386245E+00,0
-1.4331497E+00,-4.3654573E-01,0
-3.0215857E+00,2.0520883E+00,0
-1.739545E+00,3.402465E-01,0
-2.2740557E+00,9.017926E-01,0
-3.2144397E-01,-5.165133E-01,1
1.0508245E+00,5.950568E-01,0
9.447418E-01,4.7296628E-01,0
1.6335162E+00,-4.188354E+00,1
-2.4455724E+00,2.6999889E-02,0
-6.723752E-02,-1.2542511E+00,0
-3.3435407E+00,2.180781E+00,0
5.637608E-01,-4.8600465E-01,0
-3.0703368E+00,2.8548117E+00,0
-6.5118396E-01,-9.353102E-01,0
2.3960851E-01,-7.86345E-01,1
1.817588E+00,-5.905538E-01,0
-7.440485E-01,-1.387947E+00,0
-3.4348674E+00,2.8293073E+00,1
-2.253574E+00,2.5362844E+00,0
1.8143436E+00,2.0484986E+00,0
-2.2622736E+00,1.0182526E+00,0
-1.8488172E+00,-6.5080595E-01,1
-2.6440043E+00,6.528928E-01,1
-3.1734912E+00,1.276685E+00,0
-2.4343314E+00,1.3268498E+00,0
-1.0446826E+00,-5.112609E-01,0
-2.2678773E+00,9.432772E-01,0
1.5195389E+00,-4.619677E+00,0
-3.2718468E+00,2.415766E+00,0
9.227989E+00,3.9299707E+00,0
-2.6157267E+00,2.1743798E+00,1
5.050708E-01,-1.7794882E+00,0
-3.221096E+00,2.1215587E+00,0
-2.2023025E+00,1.5586087E+00,0
-6.8815374E-01,-2.7977905E-01,0
8.4249467E-01,-1.1051146E+00,1
-2.4264786E+00,-1.2034414E-01,0
-7.6879823E-01,-2.2544527E+00,0
-2.8275268E+00,8.638222E-01,0
-1.6367071E+00,1.0532953E+00,0
8.751526E-01,-4.155339E+00,0
3.6436055E+00,1.155123E+00,0
3.3126986E-01,-1.1871003E-01,0
1.231918E+00,1.3450122E-01,0
-7.639587E-01,-1.4019089E+00,0
4.3972844E-01,-2.969601E+00,1
-2.8219458E-01,-1.5638506E+00,1
-1.1848751E+00,2.8201082E+00,0
-8.111281E-01,-8.970651E-01,1
-1.7181925E+00,5.1305807E-01,0
-5.5517346E-02,-6.083199E-01,0
-8.720967E-01,-8.003547E-01,0
-5.219163E-01,-6.921538E-01,0
6.6674984E-01,-7.669477E-01,0
1.4528279E+00,-4.5023155E-01,0
1.120318E-02,-1.1108433E+00,0
-1.7907406E-01,-1.0133245E+00,0
-1.7997373E+00,2.0283787E+00,0
3.481931E+00,-1.0372431E+00,1
-1.3358167E+00,4.1821682E-01,0
-2.3462145E-01,4.648682E-01,0
1.1072091E+00,-6.477832E-01,0
2.1010087E+00,1.9215829E+00,0
-6.0046846E-01,-1.173471E-01,0
-1.7045751E+00,8.4356505E-01,0
-1.1525185E+00,-8.777555E-01,1
-4.8480183E-01,-1.7248615E+00,0
-2.823255E+00,2.3275673E+00,0
1.8102324E+00,-4.4703093E+00,1
1.9029878E+00,-9.6967673E-01,1
-7.4444157E-01,-8.8307774E-01,1
-2.6222339E+00,2.209541E+00,0
